Rank(P),Point,Rank(C),Cristal,Name,Server,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S1 Od,S2 Od,S3 Od,S4 Od,S5 Od,S6 Od,S7 Od,S8 Od,S9 Od,S10 Od,S11 Od,S12 Od,S13 Od,S14 Od,S15 Od,S16 Od,S17 Od,S18 Od,S19 Od,S20 Od,이전 아이디,비고,여단,SRP,SRC
59,36,103,"37,500",현타온사람,카먼,32,4,32,256,256,16,16,256,128,64,골1,64,원더,원더,원더,-,-,-,-,-,30,4,23,166,209,9,14,131,108,41,-,56,-,,,,,,,,"김범수빈, 기 술, 기 습, 삼가고인의명복을, 미때로, 너 개못하자나, 그건 나였고, 김범수빈은죽었다,군범수빈, 미지의 유저, 군범수빈, 무수한 별빛, 암살에진심인사람, 하트언더블레이드, 나만이없는거리, 흉악한행성의마검, 20220406, 감사했습니다다들, 극악수빈, I    l  I  l, 현타온사람","계졍 변경 극악(S9), 김범수빈(S12), 노에미(카먼)",,9,14
96,29,103,"37,500",마요네즈치킨,카먼,원더,원더,256,64,256,64,64,32,256,32,256,골2,골1,원더,원더,원더,256,256,64,128,-,-,184,39,207,61,48,20,205,25,137,-,-,,,,,,,128,"기묘한, 마요네즈치킨, 메칸더  V",,다람쥐,14,14
102,28,107,"37,000",단재,티스라오,원더,원더,원더,원더,원더,64,원더,256,-,64,32,64,64,256,128,256,-,64,128,256,-,-,-,-,-,47,-,220,-,57,32,58,43,242,128,,,,,256,,,흑우단,32,40
143,24,108,"36,000",필라넨스,티스라오,골3,원더,원더,원더,원더,원더,원더,256,128,64,256,128,256,64,256,256,256,256,256,128,-,-,-,-,-,-,-,129,124,39,238,124,193,54,256,,,,,128,,,카르페디엠,50,41
132,25,108,"36,000",공백닉42,레이갈드,골3,원더,128,원더,128,256,64,32,64,256,64,256,256,256,256,256,원더,-,-,골2,-,-,88,-,120,156,58,31,44,239,38,194,198,247,256,,,,,,"망할것, 다람쥐여단흥할것, 공백닉42",,사신,9,9
112,27,110,"35,500",기가드릴,벨제리아,골3,원더,원더,원더,원더,원더,128,64,64,원더,256,128,256,128,원더,64,256,64,128,256,-,-,-,-,-,-,80,42,33,-,147,71,241,104,,,,,,256,,,빛의군단,5,5
123,26,110,"35,500",엔트,티스라오,골1,원더,원더,원더,원더,128,원더,256,256,128,32,32,32,256,256,128,256,-,256,-,-,-,-,-,-,103,-,248,188,108,26,20,22,168,256,,,,,,,,홈,43,42
72,33,110,"35,500",Gdfdgv,노센레이어,64,128,64,64,32,256,256,원더,원더,골1,-,골3,골3,원더,골2,128,64,128,32,128,53,108,56,47,27,216,167,-,-,-,-,-,-,,,,,,,128,"월희, 네페라타, RANG진이, 랑린이랑진이, 이진랑, ランジンイ, 랑진이, 랑진2, Gdfdgv",계정 변경 RANG진이(S16),랑린이,7,12
88,30,110,"35,500",닭장애호가,카먼,256,128,원더,256,256,128,원더,원더,256,원더,골3,-,실1,골3,골3,32,128,64,2,64,203,91,-,160,211,93,-,-,192,-,-,-,-,,,,,,,64,"UCL 첼시, 닭장애호가",계정 변경 닭장애호가(S15),레이갈드,12,16
163,22,114,"35,000",사조영웅전,노센레이어,256,원더,원더,128,256,256,4,256,256,128,256,256,원더,256,원더,-,-,256,256,-,222,-,-,76,191,181,3,136,244,124,195,252,-,155,,,,,,,"사조영웅전, 마요네즈사조영웅",,피닉스,14,13
163,22,114,"35,000",공백닉11,티스라오,골1,원더,원더,원더,32,128,원더,64,256,256,원더,256,256,256,원더,256,256,256,128,256,-,-,-,-,21,125,-,36,220,180,-,140,133,218,,,,,,256,,,랑린이,57,43
102,28,116,"34,500",클레바,성검,실2,원더,원더,32,128,256,128,256,원더,256,32,128,64,64,256,256,-,-,-,-,-,-,-,28,71,227,79,135,-,212,19,69,51,43,256,,,,,,"불당, 불당동사이다, 1l1l1l1l, 유령님, SP불당, 실레바, 클레바","계정 변경(톡쏘는사이다), 계정 변경(불당), 계졍 변경 실레바(S17)",고양이,5,3
77,32,116,"34,500",전종서,라카스,-,실2,골3,골1,원더,원더,128,256,32,128,4,8,64,64,256,-,-,-,-,-,-,-,-,-,-,-,73,173,21,90,4,5,47,57,256,,,,,,"ShilinKa, 아멜리아 왓슨, 베스티아 제타, 전종서",,고양이,2,2
61,35,116,"34,500",비독천,성검,골3,골3,골1,원더,원더,원더,원더,원더,256,원더,16,128,64,64,원더,32,32,128,64,256,-,-,-,-,-,-,-,-,187,-,15,116,41,60,,,18,,,256,,,Legend,2,3
143,24,116,"34,500",CRonaldo,칼자스,골3,골1,원더,원더,원더,원더,원더,원더,256,256,256,64,256,128,256,64,256,64,128,128,-,-,-,-,-,-,-,-,209,165,201,36,230,117,256,,,,,128,,,둥지,9,9
179,20,116,"34,500",랑파고,티스라오,원더,원더,원더,원더,원더,원더,원더,256,256,256,128,256,256,256,256,256,128,128,128,256,-,-,-,-,-,-,-,199,133,177,76,151,248,211,256,,,,,256,,,킹덤,64,44
143,24,116,"34,500",RZ,티스라오,64,256,256,128,32,64,128,256,256,256,64,256,256,-,-,-,-,-,-,-,34,188,231,112,23,56,111,226,144,140,36,175,228,,,,,,,,,,,50,44
151,23,122,"34,000",도둑왕자,레이갈드,실2,골3,골2,골1,원더,원더,원더,원더,256,256,256,256,128,128,256,256,256,64,32,128,-,-,-,-,-,-,-,-,143,246,234,133,76,77,256,,,,,128,"도둑왕자, 도둑왕자E8sn, 뉴네오아기도두기",,랑린이,11,10
151,23,122,"34,000",유스티넬,성검,256,256,256,64,원더,256,256,32,64,256,64,256,256,256,-,-,-,-,-,-,175,227,164,64,-,146,190,27,35,192,35,172,240,253,,,,,,,"긴바지, GRAY, 회색쌀바지, 야쿄, 보 리, 폼달손, 유스티넬",계정 변경 폼달손(S14),메이저,6,5
123,26,122,"34,000",Mookshow,페르세우스,-,-,-,-,골3,골2,골2,원더,128,256,32,32,256,골2,128,32,원더,8,256,256,-,-,-,-,-,-,-,-,96,171,17,21,252,,128,,,,,256,,,CreeD,3,2
132,25,122,"34,000",곰식,티스라오,원더,128,256,256,32,256,원더,32,32,128,128,256,128,원더,256,원더,-,-,-,-,-,69,152,192,29,226,-,26,28,78,67,191,78,,256,,,,,,"검식, 곰식",,카르페디엠,48,46
112,27,122,"34,000",홍뉴,카먼,256,16,16,64,256,256,64,128,256,128,256,128,-,-,-,-,-,-,-,-,161,9,13,45,178,209,53,122,182,97,166,98,-,,,,,,,,,,UCL,16,17
102,28,127,"33,500",헬창입니다,페르세우스,-,-,실3,골2,원더,골2,-,골3,256,256,64,32,256,64,128,256,128,원더,64,128,-,-,-,-,-,-,-,-,253,176,49,23,132,46,128,,,,,128,,,CreeD,2,3
163,22,127,"33,500",메스타냐,노센레이어,골1,원더,원더,256,원더,256,원더,원더,원더,256,256,256,256,256,256,256,32,128,256,256,-,-,-,137,-,158,-,-,-,197,174,141,244,134,256,,20,,,256,,,나다,14,14
171,21,127,"33,500",단단하게,노센레이어,골2,골1,원더,원더,원더,원더,원더,128,원더,256,64,128,256,256,256,256,256,128,64,256,-,-,-,-,-,-,-,124,-,211,64,87,247,188,256,,,,,256,"마요네즈개단단, 단단하게, 단단하게v, 단단킴",,피닉스,17,14
132,25,127,"33,500",Ari,카먼,골1,골1,원더,원더,원더,-,원더,64,64,32,256,128,128,256,32,256,256,256,-,-,-,-,-,-,-,-,-,44,41,21,250,78,85,230,25,,,,,,"일반소포, SP소포, 마요네즈대포, Ari",계정 변경 Ari(S17),대한민국,20,18
102,28,131,"33,000",브라운아이드소울,칼자스,-,-,골3,골1,원더,원더,128,256,256,32,64,64,128,128,256,256,64,원더,-,-,-,-,-,-,-,-,112,256,152,19,56,41,72,114,256,,,,,,,,,8,10
188,19,131,"33,000",FlowSHrN,리그리아,원더,256,128,원더,256,원더,256,-,-,128,원더,128,256,원더,128,256,256,256,256,128,-,135,75,-,256,-,211,-,-,119,-,84,186,,128,,,,,128,Flow,,흑우의 빛,7,3
151,23,131,"33,000",sss루나,티스라오,원더,128,256,128,256,256,128,128,128,128,256,16,128,-,-,-,-,-,-,-,-,84,206,105,132,247,110,102,77,86,177,12,103,,,,,,,,,,,54,47
151,23,134,"32,500",신창섭,티스라오,원더,원더,원더,원더,원더,원더,8,256,128,256,원더,-,64,256,256,256,256,64,256,-,-,-,-,-,-,-,5,184,71,134,-,-,36,157,256,,,,,,"무과금선언, 미루지말기, 시지프스, 신창섭",,카르페디엠,54,48
171,21,134,"32,500",레고,티스라오,골3,골1,원더,256,원더,원더,원더,128,-,128,256,256,256,256,256,256,128,256,32,-,-,-,-,223,-,-,-,104,-,101,230,253,180,207,256,,,,,,,,Lepic,61,48
163,22,134,"32,500",사미나AeqaC,발디아,256,128,128,128,256,256,256,256,256,8,128,128,골2,골1,원더,원더,-,-,-,-,176,115,120,88,172,187,236,145,161,5,82,80,-,,,,,,,,사미나,,세인트,9,7
88,30,134,"32,500",썸탈꺼야(발디아),발디아,128,128,8,128,128,32,128,32,16,256,-,-,-,-,-,-,-,-,-,-,120,112,5,95,83,23,101,29,14,194,89,-,-,,,,,,,,"볼룬sZFJYU, 볼룬",계정 변경 썸탈꺼야(S9),,7,7
151,23,138,"32,000",갈 대,벨제리아,골3,원더,원더,128,64,원더,원더,256,64,128,256,256,32,256,128,128,-,-,-,-,-,-,-,119,43,-,-,205,36,77,156,189,30,202,128,,,,,,,,세인트,7,6
143,24,138,"32,000",공백닉(시리드),티스라오,256,128,256,256,원더,골3,골1,원더,골2,256,-,128,원더,256,128,64,64,128,256,-,211,107,145,131,-,-,-,-,-,252,-,72,-,209,128,,,,,,시리드,,랑린이,50,50
77,32,138,"32,000",에이씨에이비,리그리아,원더,원더,32,8,32,64,8,4,256,256,골3,-,-,-,-,-,-,-,-,-,-,-,17,8,22,58,8,4,139,213,-,-,-,,,,,,,,"ACABBBCC, 에이씨에이비, 어쿄, 곱창아류",,메이저,3,4
112,27,141,"31,500",멀티팩터,발디아,골1,골2,골3,골3,골1,-,골3,원더,원더,원더,256,256,128,128,64,256,64,256,16,64,-,-,-,-,-,-,-,-,-,-,207,222,104,87,64,,,,,64,,,JMT,8,9
132,25,141,"31,500",초천재병약미소녀(콜시아),콜시아,-,-,골1,64,64,64,256,16,256,256,128,256,16,-,-,-,-,-,-,-,-,-,-,54,61,46,194,12,148,208,84,201,12,,,,,,,,"하우젤, 초천재병약미소녀",,,2,2
112,27,141,"31,500",일레리세,티스라오,실2,골3,골3,골1,원더,원더,원더,원더,256,원더,원더,128,128,256,64,256,32,128,256,16,-,-,-,-,-,-,-,-,181,-,-,112,74,153,64,,27,,,16,,,카르페디엠,37,51
151,23,144,"31,000",일레인 오클레르,티스라오,-,실1,골3,원더,256,64,128,64,128,256,256,64,256,128,128,-,-,-,-,-,-,-,-,-,236,49,74,50,83,237,206,46,183,88,128,,,,,,"핸드크림, 반 아크라이드, 일레인 오클레르",,Epic,54,52
112,27,145,"30,500",내가더잘해야한다,티스라오,-,-,골3,골1,256,64,골2,128,원더,128,128,256,128,16,64,256,-,-,-,-,-,-,-,-,247,39,-,65,-,82,103,248,67,11,64,,,,,,"협이협이, 내가더잘해야한다",,카르페디엠,37,53
132,25,145,"30,500",The Bing,엘스리드,-,-,-,실1,골3,원더,원더,원더,원더,원더,256,128,256,64,64,32,256,64,128,256,-,-,-,-,-,-,-,-,-,-,222,82,156,37,64,,,,,256,,,카콘시스,2,2
171,21,145,"30,500",마이클꼴레,레이갈드,골1,원더,원더,원더,원더,256,128,128,256,256,256,64,256,128,128,64,-,-,-,-,-,-,-,-,-,130,123,95,141,154,197,64,187,107,128,,,,,,,,사신,12,11
179,20,145,"30,500",퀘일,티스라오,골3,골2,골2,원더,원더,원더,원더,원더,원더,64,256,256,256,256,64,128,128,256,256,256,-,-,-,-,-,-,-,-,-,47,241,168,164,158,64,,,,,256,,,라만차,64,53
151,23,149,"30,000",트라이포스,이리스성,-,-,-,-,-,-,-,-,-,골2,256,128,128,128,32,128,256,128,256,64,-,-,-,-,-,-,-,-,-,-,237,122,87,89,30,,,,,64,,,붉은달,1,1
151,23,149,"30,000",근본좌,어둠의전설,-,실3,실3,골3,골1,원더,64,256,64,128,64,256,64,128,128,256,-,-,-,-,-,-,-,-,-,-,49,180,54,118,37,232,40,125,128,,,,,,,,카콘시스,1,1
163,22,149,"30,000",유정,티스라오,실3,골3,골1,원더,원더,원더,원더,64,256,원더,원더,골1,128,256,128,256,128,256,16,256,-,-,-,-,-,-,-,40,240,-,-,-,79,132,128,,,,,256,,,Epic,57,55
171,21,149,"30,000",만취이무사,리그리아,원더,원더,원더,256,128,256,32,128,128,256,32,원더,256,256,256,-,-,-,-,-,-,-,-,240,122,236,20,121,72,145,20,-,245,234,256,,,,,,,,흑우단,5,5
227,16,149,"30,000",D SNY A,레이갈드,원더,원더,원더,원더,256,256,256,256,256,256,128,128,256,원더,원더,원더,256,원더,128,256,-,-,-,-,147,223,188,254,203,172,123,115,154,,,,,,,256,IlIlIllI,,대한민국,20,12
123,26,149,"30,000",트와이스사나3,티스라오,256,원더,128,256,256,128,2,32,128,16,-,-,-,-,-,-,-,-,-,-,227,-,111,135,149,74,2,32,99,10,-,-,-,,,,,,,,,,,43,55
151,23,155,"29,500",소 요,카먼,실3,실3,실3,골3,골2,골2,골2,골2,골2,원더,128,256,256,64,128,256,256,128,64,64,-,-,-,-,-,-,-,-,-,-,117,169,203,59,128,,,,,64,"소요, 필라땜에젖은팬티, 랑바합니다, 소 요",,랑돌,25,19
123,26,155,"29,500",다나카 유키오,티스라오,원더,원더,256,원더,원더,원더,64,128,골3,골2,원더,원더,원더,256,128,128,32,128,128,128,-,-,156,-,-,-,52,89,-,-,-,-,-,131,128,,31,,,128,"망한곰, 골딱이, 승리곰, 루나SP기원, 다카나 유키오",,여단을 수단으로,43,57
123,26,155,"29,500",빵좀줘,보르스레누,-,-,-,-,-,-,브3,실3,골2,8,128,32,32,256,16,256,256,-,-,-,-,-,-,-,-,-,-,-,-,6,124,26,32,210,16,,,,,,,,,1,1
123,26,155,"29,500",동동주짜앙,카먼,실2,-,-,실3,-,-,-,-,골2,원더,원더,256,128,256,32,32,128,32,128,64,-,-,-,-,-,-,-,-,-,-,-,200,65,250,23,,,,,64,,,랑갤럼,19,19
143,24,155,"29,500",스코트랜드,티스라오,128,4,256,32,128,256,128,128,128,256,-,-,-,-,-,-,-,-,-,-,122,3,204,17,112,171,120,66,95,235,-,-,-,,,,,,,,,,카르페디엠,50,57
188,19,155,"29,500",태율이,칼자스,원더,256,128,64,256,256,256,256,256,128,256,원더,원더,골1,원더,골3,128,256,골2,-,-,160,69,50,183,210,221,251,254,91,191,-,-,,,,,,,,"태율이, 폥귄기여어, 광탈하면접음, 진짜개허접",,칼자스,11,11
151,23,155,"29,500",티븐이,성검,골3,원더,원더,골3,골3,원더,원더,128,원더,256,원더,64,128,256,16,원더,원더,64,256,32,-,-,-,-,-,-,-,80,-,189,-,38,86,138,10,,,,,32,,,Legend,6,6
123,26,155,"29,500",니가알아내,노센레이어,원더,골2,골1,256,128,128,원더,원더,256,원더,골1,골1,골3,-,256,32,32,256,128,32,-,-,-,224,89,66,-,-,223,-,-,-,-,,256,,30,,,32,,,랑린이,13,16
217,17,163,"29,000",옴마늬,레이갈드,원더,원더,원더,원더,원더,원더,원더,256,골2,256,256,원더,256,128,256,128,256,128,256,256,-,-,-,-,-,255,-,189,-,223,199,-,221,98,256,,,,,256,"이온, 옴마늬",,사신,18,13
217,17,163,"29,000",ハコニワリリィ,티스라오,브3,실3,골2,골2,골1,골1,원더,원더,256,원더,128,128,256,128,256,256,256,256,256,256,-,-,-,-,-,-,-,-,180,-,71,96,162,127,256,,,,,256,"MiYu, Erma, Alma, 예지니, ハコニワリリィ",하코니와리리,프린세스,76,59
88,30,163,"29,000",지금E니,카먼,128,2,2,128,1,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,2,2,101,1,200,-,-,-,-,-,-,-,,,,,,,,,,,12,21
96,29,163,"29,000",마젠타로,성검,16,128,1,32,256,16,128,256,골3,골2,골3,-,-,-,-,-,-,-,-,-,14,101,1,27,167,13,70,169,-,-,-,-,-,,,,,,,,"산공깡패, 산공도적, 운 정말좋은계정, 티아라좆망겜, 순수실력게임, 야채김밥, 산공카페, 자금부장, 인터뷰, 마젠타로, 산 공 깡 패",계정 변경 자금부장(S8),,4,7
102,28,163,"29,000",최후의 옷,티스라오,128,16,64,32,256,8,128,64,128,-,-,-,-,-,-,-,-,-,-,-,115,16,61,24,135,6,127,63,117,-,-,-,-,,,,,,,,,,,32,59
179,20,163,"29,000",cala3,티스라오,원더,64,256,128,128,256,64,원더,256,256,128,128,128,-,-,-,-,-,-,-,-,43,226,102,82,238,33,-,156,218,87,75,101,,,,,,,,,,,64,59
179,20,169,"28,500",자금부장,리그리아,원더,원더,골3,골3,256,원더,원더,-,-,128,32,32,128,256,골1,골3,256,256,256,256,-,-,-,-,246,-,-,-,-,128,23,24,116,178,,,,,,256,"긴바지, 산공카페, 산공깡패, 의장대, 자금부장","계정 변경 산공카페(S10), 계정 변경 의장대(S16?)",아카디아,6,6
179,20,169,"28,500",내거,이바스,-,-,-,-,실3,골2,원더,원더,원더,128,128,256,64,256,원더,128,128,256,128,256,-,-,-,-,-,-,-,-,-,72,69,145,50,208,,,,,,256,"뒷짐지고일어서, 내거",,집행자,2,2
143,24,169,"28,500",전투시작,벨제리아,256,32,256,128,64,64,256,2,256,골1,-,-,-,-,-,-,-,-,-,-,159,18,205,249,55,35,191,2,206,-,-,-,-,,,,,,,,,,Epic,6,7
151,23,169,"28,500",호두번개,리그리아,128,256,16,8,32,256,256,256,256,골1,골1,원더,원더,원더,원더,원더,-,256,원더,-,98,249,16,5,31,212,193,178,204,-,-,-,-,,,,,,,,"조던, 딸기공주, 호두알, 호두번개",계정 변경 귀환(S8),Legend,4,6
112,27,169,"28,500",QQQ,카먼,골3,골3,골2,골2,원더,원더,원더,골1,골1,원더,원더,원더,256,64,32,128,256,128,8,32,-,-,-,-,-,-,-,-,-,-,-,-,202,33,22,,,,,32,"QQQ, 흑미쫀득한데",,명예,16,22
123,26,174,"28,000",케이아스,티스라오,원더,원더,256,원더,원더,256,원더,원더,원더,64,256,64,128,8,128,256,원더,원더,원더,-,-,-,176,-,-,150,-,-,-,55,253,53,123,5,128,,,,,,,,카르페디엠,43,62
132,25,174,"28,000",wiz,레이갈드,원더,원더,원더,원더,원더,256,128,64,64,128,64,32,256,64,원더,-,-,-,-,-,-,-,-,-,-,217,98,59,40,96,40,19,153,40,,,,,,,,,미시인사이드,9,14
188,19,174,"28,000",삼냥이아빠,티스라오,256,128,128,256,128,128,원더,원더,64,원더,원더,256,256,256,128,-,-,-,-,-,206,79,107,176,127,109,-,-,49,-,-,186,182,154,128,,,,,,"카피s, 식물유저, 박춘식이, 헬스왕춘식이, 카피S, 고려거란전쟁, 빈센조, 한나리, 삼냥이아빠",계졍 변경 빈센조(S14),카르페디엠,68,62
217,17,174,"28,000",버디컴플렉스,티스라오,원더,256,128,256,원더,원더,원더,-,-,-,256,256,256,256,64,원더,256,128,256,-,-,179,124,136,-,-,-,-,-,-,178,212,-,196,64,,,,,,,,랑린이,76,62
188,19,174,"28,000",각송자,노센레이어,원더,원더,원더,원더,256,128,원더,128,128,128,128,256,원더,원더,128,64,256,-,-,-,-,-,-,-,230,119,-,127,88,105,125,220,-,,128,,,,,,"스파르타쿠스, 각송자",,,18,17
123,26,174,"28,000",마리안델1,티스라오,원더,256,64,64,4,128,256,64,8,원더,골2,원더,골2,-,-,-,-,-,-,-,-,158,64,55,4,90,205,48,6,-,-,-,-,,,,,,,,"바람가시계, まりあんでる, 마리안델1","계정 변경 마리안데루(S12), 계정 변경 영웅기사단(S16)",여고생,43,62
163,22,174,"28,000",아레스,티스라오,128,64,32,64,원더,256,64,256,128,128,256,-,-,-,-,-,-,-,-,-,72,46,32,37,-,198,51,191,80,126,248,-,-,,,,,,,,"オタク, 오타쿠, 아레스, 운빨의사나이, 선과악의경계",,,57,62
188,19,181,"27,500",SP불량판광,콜시아,-,-,실1,골2,원더,256,원더,128,256,256,-,-,128,128,32,256,256,256,원더,-,-,-,-,-,-,169,-,125,149,202,-,-,83,79,20,,,,,,"불량판광, Sp세한, SP불량판광",2020.5.6 주인바뀜?,CreeD,4,3
278,13,181,"27,500",아담한가넷,벨제리아,실3,실2,골2,원더,원더,원더,원더,원더,원더,256,256,256,256,256,256,256,256,256,256,256,-,-,-,-,-,-,-,-,-,187,158,241,237,235,256,,,,,256,"가넷Crow, 아담한가넷",게졍 변경 아담한가넷(S17),고양이,12,8
293,12,181,"27,500",DOTGGABI,티스라오,골2,원더,원더,원더,원더,원더,원더,원더,256,256,256,256,256,원더,256,256,256,256,256,256,-,-,-,-,-,-,-,-,202,199,217,128,192,,256,,,,,256,,,여고생,102,67
163,22,181,"27,500",수현아,노센레이어,원더,256,64,256,256,2,128,256,32,256,원더,-,-,-,-,-,-,-,-,-,-,206,52,204,245,2,67,233,29,227,-,-,-,,,,,,,,"실리비, 펜타스톰X, MUMU",,,14,18
171,21,181,"27,500",안그립사,티스라오,256,32,128,256,32,64,원더,128,256,256,128,-,-,-,-,-,-,-,-,-,252,32,83,250,25,34,-,107,167,173,104,-,-,,,,,,,,"준맏겜, 시, 세Ol버, 햅탱, 안그립사",,,61,67
132,25,186,"27,000",까막소,콜시아,-,브3,실1,골3,원더,원더,원더,원더,128,원더,원더,원더,256,64,128,256,32,128,128,256,-,-,-,-,-,-,-,-,123,-,-,-,208,48,128,,28,,,256,,,고양이,2,4
241,15,186,"27,000",영뽀,노센레이어,골3,원더,원더,원더,256,256,128,256,256,256,256,256,256,128,256,-,-,-,-,-,-,-,-,-,229,241,72,247,145,255,228,219,134,100,256,,,,,,"코리안로드, 빠팅, 룡그릿사, 마요네즈빠팅홧팅, 마요네즈양배추, 안드리오, 안드리올, 영뽀",,피닉스,23,19
241,15,186,"27,000",켑스,티스라오,골3,골3,원더,원더,원더,원더,원더,256,원더,256,256,256,256,256,64,원더,원더,256,128,128,-,-,-,-,-,-,-,235,-,160,194,224,129,205,64,,,,,128,,,여고생,86,69
171,21,186,"27,000",CLEAR,티스라오,256,16,64,128,128,256,원더,원더,256,64,원더,-,256,256,원더,-,-,-,-,-,140,12,41,73,88,157,-,-,140,49,-,-,175,241,,,,,,,"포미스, CLEAR, 구조체",,슬레이어즈,61,69
132,25,190,"26,500",람다,카먼,골3,골3,골3,골1,원더,원더,골1,256,원더,128,128,256,64,8,64,원더,원더,원더,원더,256,-,-,-,-,-,-,-,215,-,92,122,209,52,6,64,,,,,256,"람다052, 람다",,레이갈드,20,23
241,15,190,"26,500",SP엘하르트,성검,골3,골2,원더,골2,골1,골1,원더,256,원더,128,원더,256,원더,256,64,256,256,256,256,256,-,-,-,-,-,255,-,228,-,80,-,160,-,144,64,,,,,256,"엘하르트, 엘하르트0EHt, SP엘하르트",,도베르만,10,8
217,17,190,"26,500",각성 백야차,칼자스,원더,원더,원더,256,원더,256,128,128,256,32,256,256,128,256,-,-,-,-,-,-,-,-,-,203,-,177,115,115,225,24,162,208,90,192,,,,,,,"undefind, 라이베라, 민트베라, 물면죽는베라, 마왕 알자크, 가로세로연구소, 각성 백야차",계정 변경 볼룬(S9),형귀헬스장,12,12
171,21,190,"26,500",whalwal,카먼,원더,원더,128,원더,32,원더,원더,원더,128,128,8,64,256,원더,256,-,-,-,-,-,-,-,95,-,19,-,-,-,70,114,5,42,155,,256,,,,,,"UCL 첼시, UCL 롤무새, 긴따먹의무사수행, 긴바지따먹고싶다, 첼시챔스우승기원,  UCL우승첼시, 북극맨 빙의계정, 북를로, whalwal","계정 변경 젠킨스 (S7), whalwal(S11)",UCL,26,23
188,19,194,"26,000",타병키21세,성검,골2,골1,원더,원더,원더,원더,원더,원더,원더,128,128,128,128,128,128,128,256,256,-,-,-,-,-,-,-,-,-,-,-,87,120,76,115,81,128,,,,,,"다브로, 타팡, 타병키21세",,Legend,9,9
188,19,194,"26,000",쪼오,카먼,골1,원더,원더,원더,원더,128,원더,16,256,원더,원더,원더,256,128,128,256,256,256,골1,-,-,-,-,-,-,71,-,11,138,-,-,-,177,120,128,,,,,,"쪼오, リナ＝インバース",리나인버스,레이갈드,27,25
204,18,194,"26,000",SP소포,레이갈드,64,64,32,256,256,원더,256,128,256,원더,골2,원더,골3,-,원더,골1,원더,원더,256,256,60,61,24,205,188,-,189,117,239,-,-,-,-,,,,,,,256,"낙월소검, SP소포, 코보 카나에루",계정 변경 SP소포(S19),대한민국,16,15
