Rank(P),Point,Rank(C),Cristal,S1 Od,S2 Od,S3 Od,S4 Od,S5 Od,S6 Od,S7 Od,S8 Od,S9 Od,S10 Od,S11 Od,S12 Od,S13 Od,S14 Od,S15 Od,Name,Server,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,이전아이디,비고,여단,SRP,SRC
399,5,514,"5,500",-,-,-,-,-,245,26,-,-,-,-,-,-,,,삐잉삐잉,카먼,실3,골3,원더,원더,원더,256,32,골3,-,-,-,-,-,-,-,"메이쇼 도토, 카유라 5성오너, 피카유라이츄, 미호노 부르봉, 타마모 크로스, 나만의작은진석환",계정 변경 닉시(S6),,64,83
399,5,514,"5,500",-,-,-,35,79,-,-,-,-,-,-,-,-,,,리퍼리움,티스라오,원더,골3,원더,64,128,골3,골3,-,-,-,-,-,-,-,-,,,여고생,150,180
464,4,514,"5,500",-,-,-,-,-,-,45,-,169,-,-,-,-,,,카강,성검,골3,원더,원더,원더,원더,원더,64,원더,256,-,-,-,-,-,-,,,,18,20
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,-,196,-,-,67,,빛의기사 엘윈,티스라오,골2,골2,원더,원더,원더,원더,원더,골2,원더,원더,256,원더,원더,128,-,,,,195,180
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,-,66,-,-,,,겨자버거,카먼,-,-,-,-,-,-,실2,골3,골1,원더,128,원더,원더,256,-,,,,81,83
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,-,-,-,96,,,BTCUSDT,노센레이어,골3,골3,골2,원더,골2,골3,골2,골2,골3,골3,골3,골1,128,256,-,,,,51,49
546,3,514,"5,500",-,-,-,-,-,-,-,-,150,94,-,-,-,,,조앙,티스라오,실1,골3,골1,골1,원더,원더,원더,원더,256,128,골1,-,-,-,-,,,,195,180
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,121,252,-,-,,,공백닉(우시이),,골3,골2,골3,골1,원더,골1,원더,원더,원더,128,256,-,-,-,-,우시이,,,1,1
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,-,216,-,99,,,청랑하,벨제리아,-,-,실1,골2,골2,골2,골2,골2,골2,골2,256,원더,128,-,-,,,형귀헬스장,28,27
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,-,-,-,-,66,256,크림슨노바,레이갈드,골3,골3,골3,골3,골2,골2,골2,골1,원더,원더,골1,원더,원더,128,256,,,,51,48
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,-,-,-,-,101,256,잘생긴 유키,레이갈드,실2,골3,골3,골3,골3,골2,실1,골2,골2,골2,골3,골3,골3,128,256,,,명예,51,48
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,-,-,-,-,103,256,에스파윈터최고,레이갈드,-,-,-,-,골3,골3,골3,골3,골3,원더,골3,원더,원더,128,256,,,,51,48
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,-,-,-,-,106,256,월야오초지,성검,골3,원더,원더,원더,원더,원더,골1,원더,원더,원더,원더,원더,원더,128,256,,,고양이,24,20
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,-,107,-,-,,256,사신 패왕천사,레이갈드,실3,실2,골3,실2,골3,골3,골1,원더,골2,원더,128,원더,원더,원더,256,,,사신,51,48
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,-,-,-,-,96,256,말리꽃,벨제리아,-,실2,골3,골1,원더,원더,원더,원더,원더,원더,원더,원더,원더,128,256,,,인연,28,27
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,128,로또즐,티스라오,-,실2,골3,골3,골3,골3,골3,골2,골1,골1,골1,원더,원더,256,128,,,,195,180
546,3,514,"5,500",-,-,-,-,-,-,-,-,-,-,-,-,215,,128,FFKRG2H2,벨제리아,골3,골3,골2,골1,원더,원더,원더,원더,원더,골1,골1,골1,256,원더,128,,,,28,27
356,6,539,"5,000",6,-,-,-,-,-,-,-,-,-,-,-,-,,,Death덕킹,노센레이어,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,28,51
399,5,539,"5,000",-,-,-,-,-,-,-,-,-,-,-,-,11,,,마요네즈르냐옹,리그리아,골3,골1,골1,골1,원더,원더,골2,원더,골2,원더,골2,원더,16,-,-,"르냐옹, 마요네즈르냐옹",,,11,15
464,4,539,"5,000",37,182,-,-,-,-,-,-,-,-,-,-,-,,,사 이 타 마,티스라오,64,256,골3,-,-,-,-,-,-,-,-,-,-,-,-,,,,166,185
464,4,539,"5,000",40,253,-,-,-,-,-,-,-,-,-,-,-,,,DO,칼자스,64,256,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,23,27
464,4,539,"5,000",54,134,-,-,-,-,-,-,-,-,-,-,-,,,샵딱구리,카먼,64,256,원더,골2,원더,골3,-,-,-,-,-,-,-,-,-,샵잡볼,,,73,86
464,4,539,"5,000",121,68,-,-,-,-,-,-,-,-,-,-,-,,,리일,칼자스,128,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,,,,23,27
464,4,539,"5,000",141,-,-,-,-,-,55,-,-,-,-,-,-,,,고추빠사삭,티스라오,256,원더,원더,원더,원더,원더,64,원더,원더,골2,-,-,-,-,-,달나라 호랑이,,Epic,166,185
464,4,539,"5,000",146,45,-,-,-,-,-,-,-,-,-,-,-,,,gemool4C,성검,256,64,원더,골3,골2,원더,원더,골3,-,-,-,-,-,-,-,gemool,,,18,23
464,4,539,"5,000",234,51,-,-,-,-,-,-,-,-,-,-,-,,,미끼,티스라오,256,64,골2,-,-,-,-,-,-,-,-,-,-,-,-,,,,166,185
464,4,539,"5,000",-,104,-,92,-,-,-,-,-,-,-,-,-,,,더프랜즈,티스라오,골3,128,원더,128,원더,-,-,-,-,실2,-,-,-,-,-,,,,166,185
464,4,539,"5,000",-,113,104,-,-,-,-,-,-,-,-,-,-,,,사법연구원,노센레이어,원더,128,128,원더,원더,원더,원더,골2,골2,골2,실2,-,-,-,-,"Waffle, Affogato, 사법연구원",,UCL,43,51
464,4,539,"5,000",-,-,-,-,-,45,239,-,-,-,-,-,-,,,백룡기사,티스라오,골3,골3,원더,원더,원더,64,256,원더,골2,원더,골2,-,-,-,-,,,,166,185
464,4,539,"5,000",-,-,105,-,-,67,-,-,-,-,-,-,-,,,멍이,티스라오,골3,원더,128,원더,원더,128,원더,-,-,-,-,-,-,-,-,,,,166,185
464,4,539,"5,000",-,-,106,-,-,83,-,-,-,-,-,-,-,,,인삼이아빠,라카스,골3,골1,128,원더,원더,128,골2,-,골3,-,-,-,-,-,-,,,,8,8
464,4,539,"5,000",-,-,-,-,-,163,56,-,-,-,-,-,-,,,슬쩍5RcgK6,리그리아,실1,골2,원더,원더,원더,256,64,-,-,-,-,-,-,-,-,"슬쩍, Sp세한",,,15,15
464,4,539,"5,000",-,-,-,-,48,185,-,-,-,-,-,-,-,,,배박곰은항해중,레이갈드,원더,골1,골2,골2,64,256,원더,원더,골3,-,-,-,-,-,-,"수륙곰, 륙싴곰, 졸았곰, 광탈곰, 못간곰, 배박곰의항해중",,,44,52
464,4,539,"5,000",-,-,-,164,39,-,-,-,-,-,-,-,-,,,러키쿠키,노센레이어,실3,실2,골2,256,64,원더,골1,골1,골2,골2,골2,-,-,-,-,"럭키쿠키, 시체쿠키, 탄생의 쿠키, 러키쿠키",,,43,51
464,4,539,"5,000",-,-,-,61,214,-,-,-,-,-,-,-,-,,,펭귄 츄르,어둠의전설,골3,골3,원더,64,256,원더,원더,원더,원더,골1,골3,-,-,-,-,"0191, 형귀헬스사장님, 펭귄 츄르",,,2,2
464,4,539,"5,000",-,-,-,42,235,-,-,-,-,-,-,-,-,,,정의QK4dba,성검,원더,원더,원더,64,256,골3,-,-,-,-,-,-,-,-,-,정의,,,18,23
464,4,539,"5,000",-,-,220,53,-,-,-,-,-,-,-,-,-,,,어케하는거임,칼자스,원더,원더,256,64,원더,골3,-,-,골3,골3,-,-,-,-,-,"테이킷이지, Impulse",,,23,27
546,3,539,"5,000",-,-,-,127,-,-,-,-,-,221,-,-,-,,,루잉,벨제리아,실2,실2,원더,128,원더,원더,골2,골1,원더,256,원더,-,-,-,-,톰포드,,,28,31
546,3,539,"5,000",-,-,89,-,-,-,-,164,-,-,-,-,-,,,페이몬,칼자스,원더,원더,128,원더,원더,원더,-,256,-,-,-,-,-,-,-,8트,,,30,27
546,3,539,"5,000",-,-,-,-,-,-,85,241,-,-,-,-,-,,,능지처참필사마,라카스,골3,골1,골2,원더,원더,원더,128,256,-,-,-,-,-,-,-,,,,9,8
630,2,539,"5,000",-,-,-,-,-,-,-,-,166,251,-,-,-,,,파 트 라 슈,티스라오,골3,원더,골1,골2,원더,골1,골1,원더,256,256,원더,-,-,-,-,,,,228,185
630,2,539,"5,000",-,-,-,-,-,-,-,-,-,-,129,-,158,,,루라라랄,이바스,-,-,-,-,-,-,브3,실3,골1,원더,256,원더,256,-,-,,,,5,5
630,2,539,"5,000",-,-,-,-,-,-,-,-,-,-,173,178,-,,,임꺼비,티스라오,실3,실1,골2,골1,골1,원더,원더,원더,원더,원더,256,256,-,-,-,,"오존, 임꺼비",,228,185
630,2,539,"5,000",-,-,-,-,-,-,-,-,-,-,179,161,-,,,유미아르,발디아,골3,골1,원더,원더,원더,원더,원더,원더,원더,원더,256,256,-,-,-,,,,27,23
630,2,539,"5,000",-,-,-,-,-,-,-,-,-,-,224,-,147,,,시아림,티스라오,골2,골2,골2,골2,골2,골2,골2,골3,골1,원더,256,원더,256,-,-,,,랑린이,228,185
630,2,539,"5,000",-,-,-,-,-,-,-,-,-,-,-,149,223,,,크림조 클레릭,티스라오,-,-,실3,실3,골3,골3,골3,골3,골3,원더,원더,256,256,-,-,"헤비레일건, 크림조 클레릭",,,228,185
630,2,539,"5,000",-,-,-,-,-,-,-,-,-,-,-,185,239,,,SP눈썹v,카먼,골1,골1,원더,원더,원더,원더,원더,원더,원더,원더,원더,256,256,-,-,"굵은눈썹v, SP눈썹v",,대한민국,94,86
630,2,539,"5,000",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,arwen,카먼,원더,골1,원더,원더,원더,원더,골1,원더,골1,원더,골2,골1,원더,256,256,,,대한민국,94,86
630,2,539,"5,000",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,지크레이아,티스라오,골2,-,-,골2,골2,원더,원더,원더,원더,골2,골2,원더,골2,256,256,,,,228,185
630,2,539,"5,000",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,인생은잣같다,라카스,-,-,브3,골3,골2,골1,골2,골2,골1,골2,골1,원더,골1,256,256,,,,10,8
630,2,539,"5,000",-,-,-,-,-,-,-,-,-,-,-,-,139,,256,도날드유,레겐부르그,실3,골3,골3,골3,골2,원더,원더,원더,원더,원더,-,원더,256,원더,256,,,카콘시스,3,3
630,2,539,"5,000",-,-,-,-,-,-,-,-,-,-,-,-,207,,256,고세구,레이갈드,골3,골2,골1,골2,원더,원더,골1,골2,원더,원더,골2,원더,256,원더,256,,,,58,52
630,2,539,"5,000",-,-,-,-,-,-,-,-,-,-,-,-,-,,256,쏜강,이스카노,브3,실3,실3,골3,골2,골3,골2,원더,골1,원더,원더,원더,원더,256,256,,,,4,4
546,3,575,"4,500",81,-,159,-,-,-,-,-,-,-,-,-,-,,,ColdBrew,카먼,128,원더,256,원더,원더,골1,-,-,-,-,-,-,-,-,-,,,,81,89
546,3,575,"4,500",83,242,-,-,-,-,-,-,-,-,-,-,-,,,랑그리송,티스라오,128,256,원더,원더,-,원더,골1,골3,실3,-,-,-,-,-,-,"랑그리송, 생강송이",,,195,196
546,3,575,"4,500",108,168,-,-,-,-,-,-,-,-,-,-,-,,,잿덜,티스라오,128,256,원더,원더,원더,원더,실3,-,-,-,-,-,-,-,-,,,,195,196
546,3,575,"4,500",110,240,-,-,-,-,-,-,-,-,-,-,-,,,이제접었어,티스라오,128,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,기타등등,,,195,196
546,3,575,"4,500",114,-,200,-,-,-,-,-,-,-,-,-,-,,,레오니우스,티스라오,128,원더,256,-,-,-,-,-,-,-,-,-,-,-,-,"아루루, 레오니우스",,,195,196
546,3,575,"4,500",152,66,-,-,-,-,-,-,-,-,-,-,-,,,Kor88,티스라오,256,128,원더,-,-,-,-,-,-,-,-,-,-,-,-,,,,195,196
546,3,575,"4,500",200,77,-,-,-,-,-,-,-,-,-,-,-,,,Scorpion,티스라오,256,128,골3,-,-,-,-,-,-,-,-,-,-,-,-,,,,195,196
546,3,575,"4,500",201,124,-,-,-,-,-,-,-,-,-,-,-,,,샌 드위치,칼자스,256,128,골3,-,-,-,-,-,-,-,-,-,-,-,-,,,,30,31
546,3,575,"4,500",208,-,102,-,-,-,-,-,-,-,-,-,-,,,국선,티스라오,256,원더,128,원더,원더,원더,골1,-,-,-,-,-,-,-,-,,,,195,196
546,3,575,"4,500",240,72,-,-,-,-,-,-,-,-,-,-,-,,,공백닉,,256,128,골2,-,-,-,-,-,-,-,-,-,-,-,-,,,,1,2
546,3,575,"4,500",-,75,174,-,-,-,-,-,-,-,-,-,-,,,MODENA,노센레이어,원더,128,256,원더,골1,골3,-,-,-,-,-,-,-,-,-,,,,51,54
546,3,575,"4,500",-,80,209,-,-,-,-,-,-,-,-,-,-,,,SORRY,칼자스,원더,128,256,골1,골3,-,-,-,-,-,-,-,-,-,-,접자,,,30,31
546,3,575,"4,500",-,161,93,-,-,-,-,-,-,-,-,-,-,,,태무도,티스라오,원더,256,128,원더,-,-,-,-,-,-,-,-,-,-,-,,,,195,196
546,3,575,"4,500",-,-,-,-,-,213,104,-,-,-,-,-,-,,,도타성왕,카콘시스,실2,실2,골2,골2,원더,256,128,골3,-,-,-,-,-,-,-,"수재트, Jet",,,7,7
546,3,575,"4,500",-,-,-,-,75,235,-,-,-,-,-,-,-,,,Sagramol,티스라오,골3,골2,원더,원더,128,256,원더,원더,원더,골1,-,-,-,-,-,,,여고생,195,196
546,3,575,"4,500",-,-,99,-,-,-,131,-,-,-,-,-,-,,,사포리qb8Ze,레이갈드,원더,원더,128,원더,원더,원더,256,-,-,-,-,-,-,-,-,사포리,,,51,54
546,3,575,"4,500",-,-,-,-,91,-,242,-,-,-,-,-,-,,,쿤꼬3미리미터,티스라오,골3,골2,원더,원더,128,원더,256,-,-,-,-,-,-,-,-,"쿤 이, 마시년취하는쿤비, 양꿀이, 지자30cm, 쿤꼬3미리미터",,,195,196
546,3,575,"4,500",-,-,-,244,80,-,-,-,-,-,-,-,-,,,sartor,티스라오,골3,골1,원더,256,128,원더,원더,-,-,-,-,-,-,-,-,"크리스터, Carad, sartor",,,195,196
546,3,575,"4,500",-,-,90,169,-,-,-,-,-,-,-,-,-,,,뫼르,티스라오,원더,원더,128,256,원더,원더,원더,골3,실2,-,-,-,-,-,-,,,,195,196
546,3,575,"4,500",-,-,112,182,-,-,-,-,-,-,-,-,-,,,호구왕지,티스라오,원더,원더,128,256,골1,-,-,-,-,-,-,-,-,-,-,,,,195,196
630,2,575,"4,500",-,-,-,-,-,-,230,-,195,-,-,-,-,,,어려웡,어둠의전설,골3,골1,원더,원더,원더,원더,256,골1,256,-,-,-,-,-,-,"으흔, 어려웡",,랑그리스,4,3
630,2,575,"4,500",-,221,-,-,-,-,-,-,-,203,-,-,-,,,포근한  세상,벨제리아,골1,256,원더,원더,원더,원더,원더,원더,원더,256,골1,-,-,-,-,,,,34,32
630,2,575,"4,500",-,-,-,-,-,-,212,-,-,-,-,-,232,,,리틀버드,이스카노,골3,실3,골3,원더,골3,원더,256,원더,원더,원더,원더,원더,256,-,-,,CmR,,4,5
630,2,575,"4,500",-,-,-,255,-,-,-,-,-,-,-,216,-,,,레골라스,티스라오,골2,골1,원더,256,원더,원더,원더,골1,원더,골1,골1,256,-,-,-,,,,228,196
630,2,575,"4,500",-,-,-,-,-,237,-,-,-,-,-,-,-,,,삭삭이,티스라오,골3,골1,원더,원더,원더,256,원더,원더,원더,256,골2,골3,-,-,-,"형 귀, Remnent, 항문외과신속치료, 오크 레토나, 삭삭이",계정 변경 Rement(S6),랑린이,228,196
399,5,600,"4,000",12,-,-,-,-,-,-,-,-,-,-,-,-,,,공   백,노센레이어,16,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,35,55
399,5,600,"4,000",15,-,-,-,-,-,-,-,-,-,-,-,-,,,화이트로즈,티스라오,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,150,211
464,4,600,"4,000",-,-,-,-,-,-,-,-,20,-,-,-,-,,,오팬무,발디아,골3,골1,골1,원더,원더,골3,원더,원더,32,-,-,-,-,-,-,,,,20,24
464,4,600,"4,000",-,-,-,-,-,-,-,28,-,-,-,-,-,,,월천준암,레이갈드,골3,원더,원더,원더,원더,원더,원더,32,골3,골1,골2,골2,-,-,-,"약알콩, 준암, 월천준암",,,44,55
630,2,600,"4,000",143,142,-,-,-,-,-,-,-,-,-,-,-,,,루덴스,티스라오,256,256,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,228,211
630,2,600,"4,000",144,197,-,-,-,-,-,-,-,-,-,-,-,,,한끼식사,티스라오,256,256,-,골3,골2,골1,골3,-,-,-,-,-,-,-,-,,,,228,211
630,2,600,"4,000",162,247,-,-,-,-,-,-,-,-,-,-,-,,,피닉스여단원,카먼,256,256,원더,골3,-,골3,골3,-,-,-,-,-,-,-,-,"윤만세, Jordy, 피닉스여단원",,,94,90
630,2,600,"4,000",180,-,154,-,-,-,-,-,-,-,-,-,-,,,살려,발디아,256,원더,256,원더,골1,골3,-,-,원더,원더,골2,-,-,-,-,살 려 줘,,,27,24
630,2,600,"4,000",182,208,-,-,-,-,-,-,-,-,-,-,-,,,TvT,티스라오,256,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,,,,228,211
630,2,600,"4,000",193,151,-,-,-,-,-,-,-,-,-,-,-,,,시공의궤적,티스라오,256,256,원더,원더,골2,-,-,-,-,-,-,-,-,-,-,,,,228,211
630,2,600,"4,000",215,203,-,-,-,-,-,-,-,-,-,-,-,,,개밥버러지,노센레이어,256,256,실3,-,-,-,-,-,-,-,-,-,-,-,-,,,,59,55
630,2,600,"4,000",248,241,-,-,-,-,-,-,-,-,-,-,-,,,시안,카먼,256,256,원더,골3,-,-,-,-,-,-,-,-,-,-,-,,,,94,90
630,2,600,"4,000",249,225,-,-,-,-,-,-,-,-,-,-,-,,,뇌룡,티스라오,256,256,원더,-,-,-,-,-,-,-,-,-,-,-,-,,,,228,211
630,2,600,"4,000",251,256,-,-,-,-,-,-,-,-,-,-,-,,,우츄짱12,레이갈드,256,256,골2,-,-,-,-,-,-,-,-,-,-,-,-,,,,58,55
630,2,600,"4,000",-,163,-,238,-,-,-,-,-,-,-,-,-,,,홍예31iVVR,성검,원더,256,원더,256,골2,골3,골3,골3,골3,골3,-,-,-,-,-,"ViriIe, 홍예, 적율",,,26,25
630,2,600,"4,000",-,192,-,-,212,-,-,-,-,-,-,-,-,,,훼니,어둠의전설,원더,256,원더,원더,256,-,-,-,-,-,-,-,-,-,-,"훼니, 양꿀이",,,4,4
630,2,600,"4,000",-,251,191,-,-,-,-,-,-,-,-,-,-,,,젊은이MWKRH,레이갈드,원더,256,256,골1,-,-,-,-,-,-,-,-,-,-,-,젊은이,,,58,55
630,2,600,"4,000",-,-,-,146,-,195,-,-,-,-,-,-,-,,,공짜덱,엘스리드,골3,골2,원더,256,원더,256,원더,원더,원더,골1,골2,-,-,-,-,,검식,,7,7
630,2,600,"4,000",-,-,214,-,161,-,-,-,-,-,-,-,-,,,고냥고냥,노센레이어,원더,원더,256,원더,256,원더,골2,골3,-,-,-,-,-,-,-,거비여니,,,59,55
630,2,600,"4,000",-,-,175,-,177,-,-,-,-,-,-,-,-,,,요 한,칼자스,골1,원더,256,원더,256,원더,골3,-,골2,골1,골1,-,-,-,-,블레스,,,33,33
630,2,600,"4,000",-,-,-,177,226,-,-,-,-,-,-,-,-,,,가자치타,카먼,원더,골1,원더,256,256,골1,골3,-,-,-,-,-,-,-,-,,,,94,90
630,2,600,"4,000",-,-,-,-,252,-,-,-,-,-,-,-,-,,,흑룡히에이,벨제리아,원더,원더,원더,256,256,-,-,-,-,-,-,-,-,-,-,"뽈따구, 장종려, 통합과학",,,34,33
630,2,600,"4,000",-,-,230,138,-,-,-,-,-,-,-,-,-,,,고 유 정,라카스,원더,원더,256,256,원더,골2,골1,-,-,-,-,-,-,-,-,,,,10,11
630,2,600,"4,000",-,-,186,144,-,-,-,-,-,-,-,-,-,,,데빌종결자,칼자스,골1,원더,256,256,원더,원더,원더,원더,골1,원더,원더,-,-,-,-,,,,33,33
630,2,600,"4,000",-,-,166,154,-,-,-,-,-,-,-,-,-,,,리틀라파엘,티스라오,원더,원더,256,256,원더,원더,-,-,-,-,-,-,-,-,-,,,,228,211
630,2,600,"4,000",-,-,130,178,-,-,-,-,-,-,-,-,-,,,왓쳐3dSCwu,레이갈드,원더,원더,256,256,골2,실2,-,-,-,-,-,-,-,-,-,"Eiln Eye, 태 오, 카엔, 왓쳐",,,58,55
630,2,600,"4,000",-,-,180,213,-,-,-,-,-,-,-,-,-,,,사이바스타,티스라오,골2,골3,256,256,원더,골3,-,-,-,-,-,-,-,-,-,,,,228,211
630,2,600,"4,000",-,-,242,239,-,-,-,-,-,-,-,-,-,,,사일런스 스즈카,카먼,골3,골3,256,256,원더,-,-,-,-,-,-,-,-,-,-,"섬멸천샤, 미네시마유우",,,94,90
630,2,600,"4,000",-,-,217,-,-,-,-,-,-,-,-,-,-,,,워 르,라카스,골1,원더,256,원더,256,-,-,-,-,-,-,-,-,-,-,,,,10,11
464,4,629,"3,500",17,-,-,-,-,-,-,-,-,-,-,-,-,,,커두,카먼,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,73,94
464,4,629,"3,500",18,-,-,-,-,-,-,-,-,-,-,-,-,,,키노피오대장,티스라오,32,원더,골1,-,브1,골3,-,-,-,-,-,-,-,-,-,,,여고생,166,219
464,4,629,"3,500",21,-,-,-,-,-,-,-,-,-,-,-,-,,,반짝반짝작은별,성검,32,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,18,26
464,4,629,"3,500",24,-,-,-,-,-,-,-,-,-,-,-,-,,,효  린,티스라오,32,원더,원더,원더,원더,원더,-,-,-,-,-,-,-,-,-,,,,166,219
464,4,629,"3,500",26,-,-,-,-,-,-,-,-,-,-,-,-,,,ㆆㅿㆆ,티스라오,32,골1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,166,219
464,4,629,"3,500",27,-,-,-,-,-,-,-,-,-,-,-,-,,,Zenar,티스라오,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,166,219
464,4,629,"3,500",28,-,-,-,-,-,-,-,-,-,-,-,-,,,시공의균열,티스라오,32,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,,,,166,219
464,4,629,"3,500",29,-,-,-,-,-,-,-,-,-,-,-,-,,,엣헴엣헴 신이나,티스라오,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,166,219
464,4,629,"3,500",31,-,-,-,-,-,-,-,-,-,-,-,-,,,벼룩1,티스라오,32,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,"우한폐렴, 벼룩1",,,166,219
464,4,629,"3,500",32,-,-,-,-,-,-,-,-,-,-,-,-,,,아클리,카먼,32,골1,원더,원더,골2,원더,골2,골3,-,-,-,-,-,-,-,,,,73,94
464,4,629,"3,500",-,-,-,-,-,26,-,-,-,-,-,-,-,,,しんぐうじさくら,티스라오,원더,골1,원더,원더,원더,32,원더,원더,골3,골3,-,-,-,-,-,,신구지사쿠라,,166,219
464,4,629,"3,500",-,-,-,-,-,-,28,-,-,-,-,-,-,,,Elio,티스라오,골3,골3,골1,원더,원더,원더,32,원더,-,-,-,-,-,-,-,,,슬레이어즈,166,219
464,4,629,"3,500",-,-,-,-,20,-,-,-,-,-,-,-,-,,,찬롱3JzuPC,레이갈드,골3,골2,원더,원더,32,원더,-,-,-,골3,-,-,-,-,-,찬롱,,,44,59
464,4,629,"3,500",-,-,-,19,-,-,-,-,-,-,-,-,-,,,통돌이,티스라오,원더,원더,원더,32,골2,-,-,-,-,-,-,-,-,-,-,,,,166,219
546,3,629,"3,500",-,-,-,-,-,-,-,-,-,-,-,-,-,49,,초코보와모그리,레이갈드,브3,실3,골3,골3,골3,골2,골1,원더,골1,골1,원더,원더,골1,64,-,허벅지안쪽,,,51,59
546,3,629,"3,500",-,-,-,-,-,-,-,-,-,-,-,-,-,56,,잔혹그자체,어둠의전설,골3,골2,골1,원더,골2,원더,원더,원더,원더,원더,원더,원더,원더,64,-,,,,3,5
546,3,629,"3,500",-,-,-,-,-,-,-,-,-,-,-,-,-,64,,Chaos415,티스라오,원더,-,-,-,-,-,-,-,실1,골3,골2,원더,원더,64,-,,,,195,219
546,3,629,"3,500",-,-,-,-,-,-,-,-,64,-,-,-,-,,,유이가하마 유이,티스라오,-,-,-,-,골3,골2,골1,원더,64,-,-,-,-,-,-,"리에리, 유이가하마 유이",,,195,219
546,3,629,"3,500",-,-,-,-,-,-,-,-,-,-,60,-,-,,,파리모기,발디아,-,실3,-,골3,골2,원더,원더,원더,골1,원더,64,-,-,-,-,,,,24,26
546,3,629,"3,500",-,-,-,-,-,255,-,62,-,-,-,-,-,,,극악(티스라오),티스라오,실3,골3,실1,원더,원더,원더,원더,64,-,-,-,-,-,-,-,,극악,,195,219
546,3,629,"3,500",-,-,-,-,-,-,-,-,-,-,-,-,-,,64,버블티,보르스레누,-,-,-,-,-,-,-,-,실2,골3,원더,원더,원더,원더,64,,,달,5,5
546,3,650,"3,000",35,-,-,-,-,-,-,-,-,-,-,-,-,,,Erwin,티스라오,64,원더,원더,원더,골3,골3,-,-,-,-,-,-,-,-,-,,,,195,232
546,3,650,"3,000",36,-,-,-,-,-,-,-,-,-,-,-,-,,,AI숙제도우미,레이갈드,64,골2,-,-,-,-,-,-,-,-,-,-,-,-,-,쥬마리온,,,51,61
546,3,650,"3,000",39,-,-,-,-,-,-,-,-,-,-,-,-,,,Dexter,카먼,64,원더,원더,-,-,-,-,-,-,-,-,-,-,-,-,,,,81,96
546,3,650,"3,000",41,-,-,-,-,-,-,-,-,-,-,-,-,,,레레레온,카먼,64,원더,골1,골2,-,-,-,-,-,-,-,-,-,-,-,,,,81,96
546,3,650,"3,000",44,-,-,-,-,-,-,-,-,-,-,-,-,,,클라한잔,노센레이어,64,골3,-,-,골3,골3,-,-,-,-,-,-,-,-,-,브라운더스트아십,,,51,58
546,3,650,"3,000",45,-,-,-,-,-,-,-,-,-,-,-,-,,,kaoru,티스라오,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,195,232
546,3,650,"3,000",50,-,-,-,-,-,-,-,-,-,-,-,-,,,라모스,티스라오,64,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,195,232
546,3,650,"3,000",51,-,-,-,-,-,-,-,-,-,-,-,-,,,헤라,티스라오,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,195,232
546,3,650,"3,000",52,-,-,-,-,-,-,-,-,-,-,-,-,,,에스핀,티스라오,64,골3,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,195,232
546,3,650,"3,000",56,-,-,-,-,-,-,-,-,-,-,-,-,,,크런키,카먼,64,원더,원더,원더,골1,-,-,-,-,-,-,-,-,-,-,,,,81,96
546,3,650,"3,000",57,-,-,-,-,-,-,-,-,-,-,-,-,,,챠스,발디아,64,원더,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,24,27
546,3,650,"3,000",63,-,-,-,-,-,-,-,-,-,-,-,-,,,파이쟈,티스라오,64,원더,골2,골3,-,-,-,-,-,-,-,-,-,-,-,,,,195,232
